"Word","AoA_test_min","LgSUBTLWF","Length","Conc.M","SemD","V.Mean.Sum","A.Mean.Sum","Interoceptive.mean","Head.mean","Mouth.mean"
"tweed",6,1.792,5,4.81,1.44,4.18,4.09,0.375,0.823529412,0.529411765
"twelve",4,2.983,6,3.61,1.95,5.32,3.42,0.105263158,1.941176471,1.058823529
"twenty",2,3.14,6,3.67,1.84,6.25,3.67,0.1875,1.47826087,0.652173913
"twig",2,1.845,4,4.75,1.28,5.47,3.18,0.05,1.944444444,0.555555556
"twilight",2,2.196,8,4.11,1.64,6.24,4.2,0.235294118,3.722222222,0.444444444
"twin",4,2.727,4,4.17,1.84,5.81,3.95,0.2,1.9,0.55
"twine",6,1.477,5,4.03,1.33,5.35,3.24,0.611111111,1.4375,0.125
"twinge",10,1.431,6,2.56,1.59,4.29,4.35,3.625,2.5,1.45
"twinkle",6,2.199,7,3.21,1.7,6.26,3.72,0.263157895,3,0.058823529
"twist",2,2.809,5,3.9,1.87,4.61,4.27,0.764705882,2.055555556,0.944444444
"twitch",4,2.041,6,3.79,1.59,4.26,5.95,3.0625,2.611111111,1.388888889
"two",2,4.736,3,4.18,2.34,6.3,3.33,0.647058824,1.904761905,0.714285714
"tycoon",12,1.724,6,3.68,1.34,4.74,4.3,0.277777778,1.476190476,0.761904762
"type",4,3.49,4,3.3,2.07,6.06,2.86,0.484848485,1.947368421,0.210526316
"typewriter",4,2.209,10,4.88,1.44,5.44,2.4,0.555555556,2.55,0.1
"typhoid",6,1.415,7,3.38,1.43,2.55,4.62,3,2.277777778,1.666666667
"typhoon",6,1.881,7,4.55,1.41,3.62,5.82,0.5,0.625,0.5625
"typical",8,2.808,7,1.52,2.17,4.58,3.37,1.368421053,2,0.80952381
"typist",4,1.633,6,4.41,1.53,5.3,4.14,0.352941176,2.666666667,0.285714286
"tyranny",10,1.919,7,1.68,1.55,3.19,5.45,1.941176471,2.952380952,1.857142857
"tyrant",10,1.996,6,3.8,1.62,2.9,5.27,1.066666667,3.1,2.75
"ubiquitous",14,1.38,10,2.04,1.99,5.05,3.81,0.818181818,2.428571429,0.5
"ugliness",6,1.806,8,3.25,1.56,2.75,4.43,1.294117647,3.45,1.3
"ugly",2,3.333,4,3.23,1.78,2.47,4.43,1.125,3.8,1.5
"ulcer",10,2.121,5,4.69,0.71,2.7,4.76,3.736842105,0.80952381,0.476190476
"ulterior",12,1.672,8,1.44,1.69,4.29,4.71,1.833333333,2.052631579,0.736842105
"ultimate",12,2.664,8,1.7,2,5.74,5.1,1.421052632,1.8,1
"ultimatum",12,1.826,9,2.07,1.6,3.65,5.18,1.25,2,2
"ultraviolet",8,1.518,11,3.22,1.05,5.8,3.71,0.352941176,1.95,0.6
"umbrella",2,2.583,8,5,2,5.84,3.5,0.368421053,1.235294118,0.058823529
"umpire",4,1.74,6,4.27,0.74,4.19,4.57,0.222222222,2.523809524,1.476190476
"unable",6,2.719,6,1.77,2.17,2.96,3.61,2.411764706,2.315789474,1.684210526
"unaffected",8,1.362,10,1.77,2.07,4.84,3.32,2.277777778,2.047619048,1.19047619
"unafraid",4,1.431,8,1.84,1.76,6.43,3.38,3.176470588,3.523809524,1.904761905
"unanimous",8,2.033,9,2.7,1.88,5.55,4.24,0.5,2.5,1.681818182
"unannounced",8,1.833,11,2.4,1.86,3.5,5.05,0.6875,1.882352941,1.058823529
"unarmed",4,2.297,7,3.54,1.56,3.74,3.64,0.6,2.1,0.9
"unattached",4,1.462,10,2.48,1.85,4.79,3.86,0.833333333,2.8,0.6
"unattainable",8,1.415,12,1.73,1.71,2.75,4.48,1.15,2.368421053,0.578947368
"unattended",8,1.716,10,2.92,1.69,3.76,3.68,0.722222222,1.380952381,0.142857143
"unattractive",2,1.968,12,2.04,1.98,2.37,4.3,1.294117647,2.857142857,1.428571429
"unauthorized",8,2.075,12,2.48,1.53,4.11,4.39,0.3125,1.888888889,1.777777778
"unavoidable",8,1.792,11,1.64,2.04,4.14,4.32,1,1.428571429,0.80952381
"unaware",6,2.083,7,1.75,2.02,3.89,4.1,1.894736842,2.105263158,0.684210526
"unbalanced",4,1.556,10,2.19,2.08,3.1,4.74,2.8,2.523809524,0.904761905
"unbearable",6,2.114,10,2,1.66,2.1,5.76,2.823529412,2.666666667,1.571428571
"unbelievable",4,3.176,12,1.54,1.91,5.57,5.4,1.352941176,2.8,1.55
"unborn",2,2.068,6,2.62,1.24,4.86,5.28,1.166666667,1.65,0.5
"unbreakable",4,1.556,11,2.82,1.72,6.58,4.1,0.19047619,2,0.631578947
"unbridled",12,1.491,9,1.35,1.87,4.63,4.45,1.153846154,1.9,1.05
"uncanny",10,1.887,7,1.63,1.86,5,4.71,1.428571429,2.736842105,0.947368421
"uncertain",4,2.086,9,1.88,2.17,3.6,4.45,2.95,2.4,0.55
"uncertainty",4,1.845,11,1.75,2.02,3.3,5.27,3.944444444,3.181818182,1.590909091
"unchanged",4,1.568,9,2.26,1.91,5,2.68,1.342857143,2.15625,1.3125
"uncle",2,3.801,5,4.24,1.5,6.5,4.05,0.45,2.5,1.277777778
"unclean",4,1.819,7,3.21,1.2,2.95,4.12,1.105263158,2.5,1.65
"uncomfortable",6,2.902,13,2.07,1.84,2.7,5.5,4.3125,3.227272727,2.409090909
"uncommon",6,2.045,8,2.38,2.03,5.35,3.2,1.210526316,2.7,0.7
"uncompromising",12,1.342,14,1.93,1.86,3.95,5.17,1.263157895,2.35,0.95
"unconditional",12,1.681,13,1.77,1.69,6.6,4.1,1.1875,2.95,1.4
"unconscious",6,2.766,11,2.45,1.53,3.81,4.55,2.631578947,3.35,1.05
"uncontrollable",6,1.756,14,2.11,1.88,3.84,5.81,2.3125,1.666666667,2
"unconventional",12,1.653,14,1.96,1.95,5.71,4.8,0.714285714,2.181818182,0.909090909
"uncouth",10,1.477,7,1.87,1.72,3.79,4.14,1.058823529,2.4,1.933333333
"uncover",4,1.996,7,3.42,1.91,4.89,3.55,0.7,1.947368421,1.052631579
"uncut",2,1.613,5,3.11,1.67,4.84,3.61,0.470588235,2,0.277777778
"undeniable",10,1.699,10,2.38,1.95,5.4,3.5,2.055555556,1.9,1.2
"undercover",6,2.777,10,2.44,1.5,5.58,3.73,0.944444444,2.055555556,1.055555556
"underdog",6,1.699,8,2.71,1.73,5.1,5.38,1.277777778,2.6,0.75
"underestimate",8,2.413,13,2.04,1.99,4.35,4.48,0.761904762,2.7,1
"undergo",10,1.633,7,2.41,1.92,3.9,3.88,1.8,2.25,1.5
"undergraduate",8,1.362,13,3.19,1.16,5,3.95,1.470588235,2.894736842,1
"underground",4,2.788,11,4.07,1.77,4.7,4.24,1.166666667,2.388888889,0.555555556
"underlying",12,1.813,10,2.32,1.96,4.87,4.7,0.75,1.52173913,0.652173913
"undermine",12,1.875,9,1.9,1.95,3.05,4.21,1.5,1.944444444,2.333333333
"underpants",2,2.179,10,4.89,1.39,5.18,5.08,0.722222222,0.6,0.1
"underprivileged",6,1.58,15,1.85,1.76,3,3.89,1.2,3,1.894736842
"understand",2,4.391,10,2.28,1.97,6.68,3.52,2.6,3.947368421,1.473684211
"understanding",2,3.048,13,1.92,1.9,7.14,3.09,1.55,4.3,1.95
"understatement",10,1.949,14,1.79,1.94,5.42,4.61,0.789473684,2.55,2.1
"understudy",10,1.996,10,3.47,1.01,5,4.13,0.117647059,2.454545455,1.636363636
"undertake",10,1.724,9,1.71,1.92,4.21,4.22,0.4,2.428571429,0.714285714
"undertaker",4,1.898,10,4.07,1.15,3.86,3.82,0.294117647,1.15,0.45
"undertaking",8,1.613,11,2.22,1.93,4.74,3.28,0.8,2.05,1.45
"underwear",2,3.044,9,4.96,1.42,5.35,4.46,0.3125,0.736842105,0.157894737
"underworld",8,2.26,10,2.96,1.39,3.94,5.14,0.80952381,1.857142857,0.619047619
"undesirable",12,1.532,11,2.22,1.9,3,4,2.9,2.157894737,1
"undignified",12,1.491,11,1.97,1.83,3.25,4.41,1.222222222,2.888888889,1.277777778
"undisputed",8,1.477,10,1.5,1.67,5.58,4.13,0.6,2.15,1.9
"undisturbed",4,1.568,11,2.36,1.93,6.4,2.59,1.857142857,2.052631579,1.157894737
"undivided",8,1.681,9,2.71,1.82,5.79,3.52,1.35,1.444444444,0.555555556
"undo",6,2.35,4,2.56,1.77,5.35,3.52,0.166666667,1.176470588,1.470588235
"undress",2,2.097,7,3.97,1.26,6.14,5.96,1.523809524,3.111111111,0.611111111
"undue",14,1.477,5,1.67,1.8,4.05,3.53,0.8,1.785714286,0.476190476
"undying",8,1.653,7,1.87,1.67,5.35,4.75,1.5,1.052631579,0.789473684
"uneasy",6,2.029,6,1.86,1.86,2.86,4.48,3.888888889,3.105263158,1.578947368
"uneducated",2,1.398,10,2.15,1.62,3,3.9,0.684210526,3.15,1.75
"unemployed",4,2.272,10,2.57,1.42,2.67,5.26,1.375,1.45,0.65
"unemployment",4,2.207,12,3.11,1.38,2.32,5.59,1,2.3,0.95
"unending",6,1.415,8,1.93,1.93,3.16,4.36,1.65,2.05,1.15
"uneven",2,1.602,6,3.07,1.82,4.45,3.43,0.789473684,1.95,0.65
"uneventful",8,1.613,10,1.74,1.61,4.58,2.56,1.45,2.285714286,1.095238095
"unexpected",4,2.652,10,2.23,2.03,4.68,5.1,1.774193548,3,1.121212121
"unexplained",2,1.903,11,1.79,1.89,4.6,4.86,1.476190476,2.157894737,1.578947368
"unexplored",2,1.38,10,1.79,1.82,5.77,5.86,0.866666667,1.6,0.75
"unfair",2,2.702,6,1.62,1.83,3.15,3.75,2,2.7,0.75
"unfaithful",4,2.083,10,1.93,1.27,2.33,5.59,1.85,2.55,1.9
"unfamiliar",6,1.898,10,1.83,1.96,4.14,5.18,2.611111111,3.35,1.3
"unfeeling",8,1.532,9,2.17,1.53,2.79,3.61,3.470588235,2.157894737,0.368421053
"unfinished",2,2.255,10,2.34,1.89,4.24,3.36,0.263157895,2.052631579,0.947368421
"unfit",6,1.903,5,1.89,1.89,2.95,3.77,2.125,1.631578947,1.157894737
"unfold",2,1.845,6,3.55,1.87,4.23,3.87,0.5,1.578947368,0.421052632
"unforeseen",8,1.477,10,1.83,1.95,4.5,4,1.157894737,3.285714286,0.80952381
"unforgettable",4,1.69,13,1.6,1.64,6.73,5.84,2.15,3.1,0.9
"unfortunate",6,2.782,11,1.78,2.08,3.33,3.52,1.818181818,2.35,0.7
"unfounded",14,1.505,9,1.89,2.04,4.18,3.96,0.95,2.15,0.6
"unfriendly",4,1.732,10,2.12,1.91,2.3,4.05,2.266666667,2.45,2.25
"ungrateful",6,2.373,10,1.63,1.61,2.68,4.71,2.388888889,2.904761905,2.380952381
"unguarded",6,1.568,9,2.08,1.79,4.45,4.33,0.555555556,1.857142857,0.857142857
"unhappiness",2,1.778,11,1.52,1.5,1.89,4.41,4.210526316,3.85,2.45
"unhappy",2,2.926,7,2.04,1.86,1.84,5.1,3.470588235,3.368421053,1.578947368
"unhealthy",2,1.924,9,2.7,1.83,2.55,4.36,2.294117647,2.85,2.35
"unheard",4,1.887,7,2.22,2.02,4.16,3.18,0.695652174,4,0.25
"unholy",6,1.839,6,1.52,1.78,4.08,5.16,1.65,1.666666667,1.333333333
"unicorn",12,2.104,7,3.62,1.28,6.86,5.14,0.473684211,2.80952381,0.80952381
"unidentified",6,2.274,12,1.97,1.87,4.52,4.89,1.052631579,2.631578947,1.131578947
"unification",10,1.919,11,1.93,1.28,6.1,4.33,1.95,1.9,1.1
"uniform",4,3.103,7,4.67,1.84,4.37,3.55,0.19047619,1.894736842,0.684210526
"unimaginable",8,1.681,12,1.37,1.76,4.23,4.65,2.2,2.5,0.25
"unimportant",4,2.1,11,1.83,2.02,4.42,3.52,1.526315789,1.7,0.9
"unintelligible",8,1.415,14,2.07,1.72,3.6,3.81,0.5,2.736842105,2.473684211
"uninterrupted",2,1.447,13,2.46,1.94,5.35,3.32,0.894736842,3,1.7
"uninvited",4,1.857,9,2.39,1.58,3.35,4.38,1.5,2.227272727,1.272727273
"union",6,3.046,5,3.38,1.7,5.85,4.05,0.555555556,2.473684211,1.052631579
"unique",10,2.843,6,1.89,2.11,7.32,4,1.371428571,3.5,1.764705882
"unison",8,1.342,6,2.96,1.53,5.76,3.43,0.352941176,2.170731707,1.024390244
"unit",6,3.266,4,3.77,1.79,5.29,3.33,0.176470588,1.736842105,0.421052632
"unite",2,2.19,5,2.58,1.85,6.4,3.19,2,3.25,1.65
"unity",8,2.143,5,2.23,1.71,6.67,4.8,1.921052632,2.526315789,1.684210526
"universal",8,2.477,9,1.87,1.87,6.59,4.87,1.444444444,1.823529412,0.852941176
"universe",6,3.111,8,3.85,1.21,6.81,3.91,1.95,2.65,1.25
"university",4,3.081,10,4.65,1.72,6.95,4.24,0.875,3.1,1.35
"unjust",6,1.778,6,1.31,1.79,3.16,6.33,1.5,2.761904762,2
"unkind",2,1.857,6,2.22,1.65,2.55,4.24,2.066666667,3.277777778,2.944444444
"unknown",2,2.889,7,1.47,1.94,4.85,4.71,1.5,2.263157895,0.736842105
"unlawful",2,1.602,8,2.15,1.3,2.73,4.46,1.15,2.65,1.3
"unleash",6,1.935,7,3.55,1.84,4.6,5.14,1.157894737,1.4,1.5
"unlikely",2,2.413,8,1.93,2.19,3.85,3.82,1.285714286,2.65,1.2
"unlimited",8,2.158,9,1.88,1.89,6.16,4.52,0.526315789,2.842105263,1.368421053
"unload",4,2.373,6,3.21,1.78,5.21,3.24,0.848484848,1.606060606,0.606060606
"unlock",6,2.449,6,4.11,1.92,5.55,3.2,0.263157895,1.052631579,0.052631579
"unlucky",2,2.324,7,1.79,1.69,2.7,4.62,2.888888889,2.578947368,0.631578947
"unmanned",6,1.477,8,2.85,1.84,5.28,3.33,0.411764706,1.6,0.4
"unmarried",2,2.021,9,2.82,1.34,4.72,5.32,1.176470588,2.769230769,1.384615385
"unmistakable",8,1.663,12,1.73,1.69,6.1,4.33,1.058823529,2.444444444,1.888888889
"unmitigated",14,1.415,11,2,1.79,4.75,4.19,1.923076923,2.466666667,0.666666667
"unnamed",2,1.415,7,2.39,1.89,4.38,4.05,0.75,1.9,1.7
"unnatural",2,2.149,9,1.41,1.82,4.53,5.52,1.1875,2.611111111,1.611111111
"unnecessary",2,2.501,11,1.56,2.13,4.62,3.79,1.294117647,1.315789474,0.473684211
"unnoticed",2,1.799,9,2.25,2.01,4.32,3.28,1.052631579,3.2,1.1
"unofficial",6,1.708,10,1.61,1.91,4.45,3.59,0.157894737,1.058823529,0.176470588
"unopened",2,1.462,8,3.29,1.59,5.63,3.32,0.315789474,2.4,0.45
"unorthodox",10,1.863,10,1.46,1.99,5.38,3.45,1.444444444,2.263157895,0.842105263
"unpack",4,2.22,6,3.82,1.5,5.29,2.9,0.105263158,0.842105263,0.105263158
"unpaid",6,1.716,6,2.52,1.66,2.58,5.62,0.647058824,1.055555556,0.722222222
"unparalleled",12,1.477,12,1.66,1.98,5.37,3.85,0.625,2.388888889,1.055555556
"unpleasant",4,2.494,10,1.91,1.84,2.53,4.73,3.588235294,3.222222222,2.611111111
"unpopular",4,1.826,9,2.07,1.81,2.95,4.25,2.352941176,2.15,1.35
"unprecedented",12,1.909,13,1.59,2.01,5.29,4.32,1.181818182,1.947368421,1.210526316
"unpredictable",8,2.245,13,2.03,1.99,4.52,4.8,1.388888889,2.85,1.35
"unprepared",2,1.898,10,2.07,2.02,3.11,5.09,2.555555556,3.105263158,1.105263158
"unprofessional",12,1.892,14,1.85,1.73,2.71,4.71,1.263157895,2.736842105,2.684210526
"unprotected",4,1.806,11,2.32,1.8,3.48,5.35,1.157894737,2.210526316,1.421052632
"unprovoked",10,1.398,10,1.72,1.45,4.95,3.62,1.5,2.157894737,1
"unqualified",6,1.447,11,1.97,1.76,3.48,4.67,1.157894737,2.263157895,1.368421053
"unravel",8,1.699,7,2.59,2.05,4.39,4.16,0.684210526,2.444444444,0.222222222
"unreal",6,2.107,6,1.52,1.76,4.57,4.9,1.894736842,2.578947368,1.526315789
"unreasonable",4,2.29,12,1.6,1.78,3.85,5,1.470588235,1.894736842,1.210526316
"unrelenting",10,1.38,11,2.04,1.86,3.53,4.86,1.8,1.85,1
"unreliable",4,1.935,10,1.83,2.06,2.74,4.29,1.705882353,2.619047619,0.666666667
"unrequited",14,1.362,10,2,1.37,3.79,4.23,1.428571429,2.272727273,1
"unrest",8,1.724,6,2.24,1.54,2.63,4.91,2.315789474,3.111111111,1.888888889
"unruly",8,1.568,6,2.27,1.76,3.39,4.41,0.5625,2.631578947,1.947368421
"unsafe",2,1.892,6,1.89,1.77,2.84,5.17,2.055555556,2.238095238,1.19047619
"unscrupulous",10,1.477,12,1.62,1.92,3.2,4.67,1.1875,2.95,1.25
"unseen",4,2.045,6,1.67,1.72,4.38,4.3,1.157894737,1.555555556,0.222222222
"unselfish",4,1.653,9,1.5,1.57,6.84,3.3,2.294117647,2,1.15
"unsound",8,1.38,7,1.74,2.02,4.55,4.05,0.833333333,2.777777778,0.5
"unspeakable",6,1.982,11,1.52,1.69,3.8,3.9,1.631578947,2.947368421,2.368421053
"unstable",10,2.417,8,2.52,1.92,3.43,5.05,2.5,2.75,1.35
"unsuccessful",6,1.653,12,2.25,2.12,2.33,3.36,2.75,2.85,1.5
"unsuitable",4,1.398,10,1.52,2.05,4,4,0.882352941,2.684210526,1.578947368
"unsuspecting",6,1.732,12,1.73,1.85,3.95,3.55,1.75,2.117647059,0.411764706
"unthinkable",6,1.845,11,1.45,1.99,4,4.32,1.470588235,2.571428571,0.476190476
"untidy",6,1.342,6,3.07,1.66,3.58,3.67,0.421052632,2.473684211,0.842105263
"untimely",6,1.653,8,2,1.8,3.53,4.4,1.777777778,2.636363636,1.409090909
"untold",2,1.799,6,1.76,1.9,4.95,4.7,1.333333333,2.65,1.7
"untouchable",2,1.653,11,2.29,1.64,4.25,4.7,1.0625,1.222222222,0.388888889
"untouched",2,1.724,9,2.71,2.08,5.24,3.52,0.8125,2.722222222,0.222222222
"untrained",2,1.362,9,2.41,1.74,3.95,4.57,0.75,2.75,0.7
"untrue",2,1.875,6,2.11,1.82,3.45,4.14,1.263157895,2.15,1.45
"unused",4,1.518,6,2.65,2.03,4.75,3,0.578947368,1.933333333,1
"unusual",6,3.083,7,2.21,2.15,5.81,4.15,2.9,2.904761905,1.428571429
"unveil",8,1.591,6,2.97,1.43,5.61,3.89,0.387096774,2.705882353,1.117647059
"unwelcome",2,1.58,9,2,1.98,3.5,4.39,2.866666667,2.315789474,1.526315789
"unwell",4,1.398,6,2.56,1.59,3.25,4,3.894736842,2.55,1.6
"unwilling",2,1.778,9,1.61,2.11,3.25,4.64,1.380952381,2.6,1.55
"unwind",6,1.826,6,2.52,1.58,5.9,3.62,3.473684211,2.25,1.1
"unwise",4,1.69,6,1.69,2.1,3.84,4.52,1.555555556,3.5,1.7
"unworthy",8,1.991,8,1.93,1.73,2.79,4.24,1.894736842,1.842105263,0.894736842
"unwritten",2,1.518,9,2.14,1.55,4.21,3.24,0.764705882,1.6,0.9
"upbringing",10,1.778,10,2,1.55,6.32,4.27,0.8,1.789473684,0.526315789
"update",12,2.403,6,2.79,1.63,5.85,3.89,0.424242424,2.052631579,1
"upgrade",8,2.045,7,2.36,0.8,7.11,4.14,1,1.857142857,0.619047619
"uphold",6,2.093,6,2.85,1.84,5.25,3.89,1.176470588,2.333333333,1.142857143
"upholstery",4,1.778,10,4.65,1.17,5.32,3.12,0.142857143,2.45,0.25
"upkeep",12,1.431,6,2.44,1.68,5.14,4.44,0.722222222,1.473684211,0.894736842
"upper",2,2.79,5,3.37,1.94,5.7,3.52,0.25,2.1,1.05
"upright",6,2.19,7,3.59,1.65,5.11,3.29,1.111111111,2.4,0.55
"uprising",8,1.778,8,2.41,1.36,4.33,5.65,0.947368421,3,2.210526316
"uproar",2,1.732,6,3,1.86,4.21,5.48,1.35,3,2.45
"upset",2,3.58,5,2.41,1.79,2.45,4.49,3.9,3.3,1.85
"upstart",13,1.342,7,2.64,1.78,4.6,4.45,0.4375,2.210526316,1.315789474
"uptight",10,2.316,7,1.86,1.41,3.16,4.09,2.555555556,2.368421053,1.473684211
"upward",2,1.94,6,3.57,1.82,5.81,4.43,0.75,2.75,1.15
"uranium",6,2.041,7,4.29,0.82,4.1,3.96,1.071428571,1.263157895,0.105263158
"urban",8,2.377,5,3.43,1.46,4.95,4.41,0.526315789,3,1.35
"urchin",12,1.362,6,4.25,1.42,4.73,4,0.333333333,2.823529412,0.352941176
"urge",6,2.531,4,1.93,2,5.11,5.29,3.75,2.166666667,2.222222222
"urgency",8,1.869,7,2.03,1.95,5.05,6.25,2.166666667,2.684210526,2.368421053
"urgent",6,2.88,6,2.36,2.05,4.21,5.71,2.222222222,3.8,2
"urine",8,2.522,5,4.93,1.32,2.9,4.38,3.047619048,1.545454545,0.454545455
"urn",10,2,3,4.61,1.44,3.37,2.9,0.5,2.6,0.2
"usable",6,1.447,6,2,1.74,5.58,3.43,0.705882353,2.3,1.55
"usage",8,1.431,5,2.07,1.73,5.1,2.5,1,2.55,1.8
"use",2,4.244,3,2.78,2.28,5.18,4.19,1,2.941176471,2.058823529
"useful",2,2.826,6,2.14,2.05,7.1,3.82,1.5,2.095238095,1
"usefulness",8,1.462,10,1.86,2.01,5.4,4.5,1.388888889,2.545454545,1.545454545
"useless",4,3.008,7,1.78,1.96,2.8,4.39,1.5,2.619047619,0.952380952
"user",6,1.903,4,3.16,1.32,3.67,3.21,0.75,1.842105263,0.631578947
"usher",2,2.086,5,4.38,1.74,5.39,3.95,0.0625,2.4,1.4
"usual",4,3.279,5,1.9,2.12,5.48,3.2,1.6875,2.428571429,1.714285714
"uterus",10,1.968,6,4.71,0.9,4.79,4.82,2.578947368,0.7,0.1
"utility",6,2.061,7,3.07,1.63,4.82,4.22,0.526315789,1.3,0.55
"utilize",10,1.663,7,1.96,1.8,5.26,4.33,1.235294118,1.611111111,1.111111111
"utmost",8,2.075,6,1.64,1.96,6.81,3.1,1.588235294,2.315789474,0.894736842
"utter",6,2.412,5,3.03,1.74,4.76,3.9,0.866666667,2,3.473684211
"vacancy",4,1.663,7,3.28,1.57,5.05,3.68,0.444444444,1.947368421,0.842105263
"vacant",4,2.134,6,3.5,1.9,4.64,2.86,0.5,2.5,0.727272727
"vacate",6,1.756,6,3.39,1.65,4.1,4.9,1.0625,1.789473684,0.421052632
"vacation",2,3.224,8,3.14,1.65,8.53,5.22,1.952380952,2.263157895,1.473684211
"vaccination",6,1.591,11,4.24,1.12,4.56,4.62,2.55,1.75,0.45
"vaccine",6,1.996,7,4.69,0.94,6.48,6.45,1.235294118,1.8,1.3
"vacuum",2,2.47,6,4.22,1.89,5.38,4.63,0.8,1.85,0.4
"vagina",12,2.413,6,4.82,0.89,6,5.83,2,1.285714286,1.714285714
"vagrant",12,1.518,7,3.46,1.08,2.63,3.82,1,1.4375,0.5625
"vague",8,2.365,5,1.55,1.97,4.29,3.61,1,2.789473684,1.684210526
"valet",12,2.422,5,4.26,1.47,5.14,4.29,0.277777778,2.35,1
"valiant",10,2.104,7,1.59,1.66,6.21,4.9,2.147058824,2.34375,1.53125
"valid",12,2.217,5,2.27,1.91,6.05,4,1.117647059,2.421052632,1.263157895
"validate",12,1.623,8,2.18,1.7,6.5,4.05,1.470588235,2,2.555555556
"validity",12,1.491,8,1.89,1.74,5.38,2.73,1.294117647,2.888888889,1.555555556
"valley",2,3.106,6,4.72,1.64,6.22,2.7,0.210526316,2,0
"valuable",4,2.901,8,2.22,2.07,7.17,3.85,1.380952381,2.666666667,1.285714286
"valuables",6,1.806,9,3.07,1.34,5.91,5.05,0.55,2.523809524,0.523809524
"value",4,3.041,5,1.62,2.06,7.18,5.79,0.941176471,2.95,1.75
"valve",6,2.394,5,4.83,1.16,5.1,3.84,0.25,2.45,0.65
"vampire",4,2.952,7,4.18,1.43,4.05,5.17,0.055555556,2.05,1.65
"van",6,3.422,3,4.72,1.83,4.43,4.35,0.5625,2.444444444,0.333333333
"vandal",8,1.204,6,3.92,1.54,2.32,4.84,0.769230769,1.941176471,0.294117647
"vandalism",6,1.903,9,3.47,1.54,1.9,4.67,0.823529412,2.45,0.7
"vanilla",4,2.31,7,4.68,1,7.42,3.62,0.055555556,1.85,3.3
"vanish",2,2.215,6,2.77,1.64,3.86,5.05,0.789473684,2,0.947368421
"vanity",6,2.324,6,2.15,1.7,4.46,3.77,1.342857143,2.842105263,1.789473684
"vantage",12,1.602,7,1.93,1.78,5.95,3.15,0.235294118,3.105263158,0.631578947
"variable",8,1.602,8,2.24,1.59,5.29,3.65,0.388888889,2.105263158,0.894736842
"variation",8,1.813,9,2.46,1.73,5.53,3.9,1.055555556,2.421052632,0.789473684
"variety",6,2.47,7,2.13,2.11,6.41,5.16,1.375,2.75,1.6
"various",6,2.66,7,2.35,2.25,5.52,3.82,0.833333333,1.722222222,1.555555556
"varnish",2,1.342,7,4.12,1.15,4.89,3.43,0.117647059,1.2,0.5
"varsity",8,1.954,7,2.93,1.19,5.36,3.55,0.777777778,1.857142857,1.071428571
"vary",6,1.681,4,1.93,2.01,4.5,3.59,1.375,1.65,1.8
"vascular",14,1.94,8,3.17,1.05,3.89,4.55,2.35,2,1.555555556
"vase",2,2.295,4,5,1.37,5.77,3.57,0.166666667,1.736842105,0.210526316
"vast",6,2.494,4,2.1,2.08,5.68,4.71,0.8125,2.736842105,0.263157895
"vat",8,1.887,3,4.59,1.34,4.61,3.25,0.285714286,1.722222222,0.666666667
"vault",4,2.789,5,4.62,1.09,5.84,2.86,1.125,2.7,0.5
"veal",6,2.26,4,4.75,1.03,4.81,3.86,0.470588235,2.210526316,2.578947368
"veer",13,1.748,4,3.19,1.88,4.63,4.2,1.4,1.8125,0.5625
"vegetable",2,2.465,9,4.89,1.4,6.79,3.75,0.588235294,1.894736842,3
"vegetarian",8,2.308,10,3.77,1.3,5.25,3.45,1.470588235,2.058823529,3.352941176
"vegetation",8,1.623,10,4.45,1.26,6.19,3.8,0.210526316,1.8,1.25
"vehicle",4,3.062,7,4.64,1.63,6,4.68,1.588235294,2.631578947,0.947368421
"veil",6,2.182,4,4.45,1.61,5.42,3.83,0.176470588,3.210526316,0.947368421
"vein",6,2.265,4,4.63,1.83,5.11,3.7,2.058823529,2.105263158,0.736842105
"velocity",10,2.155,8,2.27,1.06,5.59,5.74,1.8,2.368421053,0.473684211
"velvet",6,2.506,6,4.44,1.43,6.3,4.53,0.647058824,1.588235294,0.529411765
"vendetta",14,1.799,8,2.08,1.75,3.19,5.85,1.352941176,2.333333333,1.380952381
"vendor",10,1.819,6,4.5,0.9,5.29,3.82,0.052631579,2.2,2.1
"veneer",10,1.663,6,4.04,1.63,5.42,4.21,0,1.375,1.9375
"vengeance",8,2.442,9,2.04,1.72,2.53,5.23,3,2.523809524,2.333333333
"vengeful",12,1.716,8,2.21,1.69,2.16,5.14,3.066666667,2.636363636,1.5
"venison",6,1.505,7,4.46,1.11,4.95,3.84,0.411764706,1.388888889,3.277777778
"venom",10,2.079,5,4.62,1.57,2.93,5.81,2.65,1.176470588,1
"venomous",8,1.447,8,3.39,1.34,2.9,7.21,3.294117647,1.85,0.85
"vent",4,2.354,4,4.56,1.63,5,4.06,0.5,2,2.285714286
"ventilation",4,2.045,11,3.48,1.35,6.44,2.7,0.555555556,2.111111111,2.277777778
"ventilator",6,1.813,10,4.04,1.29,3.9,4.05,0.368421053,2.4,2.95
"venture",8,2.384,7,2.6,1.82,5.33,5.55,0.8125,1.952380952,1
"venue",13,1.869,5,3.54,1.58,5.37,4.18,0,2.263157895,1
"veranda",10,1.602,7,4.54,1.16,5.95,2.83,0.111111111,2.4,0.866666667
"verb",4,1.74,4,2.85,0.73,5.27,3.6,0.65,2.35,2.85
